"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"PRKCA",0.00249720513409123,0.585618486769883,0.107,0.074,1,"PRKCA"
"TMED3",0.00253125980319607,0.318158715292471,0.22,0.173,1,"TMED3"
"YWHAG",0.00254424899716798,0.443609872811532,0.254,0.211,1,"YWHAG"
"SRPRB",0.00266376151121252,0.276750301383174,0.138,0.099,1,"SRPRB"
"SMARCA2",0.00271335211234545,-0.462536257344972,0.102,0.138,1,"SMARCA2"
"USP36",0.00276301967052059,-0.377787384230865,0.184,0.223,1,"USP36"
"SPINT1",0.00281835891027676,0.50240420074088,0.104,0.071,1,"SPINT1"
"ATXN7",0.00285261245461855,-0.273096997696975,0.1,0.136,1,"ATXN7"
"FAM21C",0.00290016786481162,-0.346053916424791,0.096,0.131,1,"FAM21C"
"CYSLTR1",0.002907365182623,-0.345853796830928,0.117,0.155,1,"CYSLTR1"
"ALKBH7",0.00295695378140486,0.253635129017207,0.37,0.317,1,"ALKBH7"
"CERS6",0.00296261793383437,-0.342700579035593,0.117,0.154,1,"CERS6"
"F11R",0.00305954826572304,0.407560433348548,0.101,0.068,1,"F11R"
"CARD8",0.00310893616164149,-0.253593280780278,0.181,0.227,1,"CARD8"
"GPR34",0.00313513600225956,0.485321729922711,0.158,0.12,1,"GPR34"
"CORO1B",0.00316107453341153,-0.250687767957578,0.325,0.379,1,"CORO1B"
"OCEL1",0.00316386186090959,-0.362422184548901,0.091,0.124,1,"OCEL1"
"COPS5",0.00319073835995849,-0.31603957523071,0.151,0.192,1,"COPS5"
"MXD4",0.00319436244248125,-0.532395927755564,0.07,0.1,1,"MXD4"
"CCNT1",0.0032293117626152,-0.420988547922548,0.076,0.106,1,"CCNT1"
"LILRB4",0.00325357193191095,0.271170898325081,0.297,0.251,1,"LILRB4"
"COX19",0.00334052883403938,-0.297432506485213,0.099,0.134,1,"COX19"
"SDF2L1",0.0033783075621365,0.265021047334891,0.379,0.341,1,"SDF2L1"
"LRCH4",0.00352458328520724,-0.390654055151233,0.117,0.152,1,"LRCH4"
"IMPDH1",0.00361967633203148,-0.382421924364116,0.097,0.131,1,"IMPDH1"
"APEX1",0.00362653802283189,0.26688988830126,0.325,0.28,1,"APEX1"
"LINC00116",0.00363002812317951,0.319433153942506,0.208,0.163,1,"LINC00116"
"TNFAIP8L2",0.00366941744016177,-0.304021091835735,0.15,0.19,1,"TNFAIP8L2"
"CCL5",0.00368363699662168,-0.462700299428219,0.117,0.152,1,"CCL5"
"DCTN4",0.00371495449962462,0.511658566332969,0.104,0.072,1,"DCTN4"
"GOLPH3",0.00381618021244143,-0.334447672784198,0.104,0.139,1,"GOLPH3"
"PROSC",0.00382536272849277,-0.287942756732996,0.119,0.156,1,"PROSC"
"MOB3A",0.0038697204950156,-0.305530867491548,0.146,0.185,1,"MOB3A"
"MTERF4",0.00388894712658133,-0.404852293050026,0.074,0.104,1,"MTERF4"
"ITGB7",0.00389467881950109,0.39964298767749,0.112,0.08,1,"ITGB7"
"LPCAT1",0.00394891425986478,-0.287247939094546,0.14,0.179,1,"LPCAT1"
"DDX41",0.00395373670528448,0.475079754081634,0.138,0.102,1,"DDX41"
"PIK3C2A",0.0039568553680221,-0.37862218321605,0.074,0.103,1,"PIK3C2A"
"PSMC6",0.00401496928099339,0.272888816256318,0.245,0.202,1,"PSMC6"
"FKBP15",0.00407590005877466,0.450730138913785,0.155,0.118,1,"FKBP15"
"COMMD3",0.00410502818012484,-0.253664496508785,0.223,0.27,1,"COMMD3"
"MED30",0.00415097943330263,-0.345022149202789,0.144,0.182,1,"MED30"
"CCZ1",0.00416145029382542,0.512094119212583,0.134,0.1,1,"CCZ1"
"TMED7",0.00418199304609821,0.287495468750095,0.15,0.112,1,"TMED7"
"TSPAN3",0.00418380573310399,0.542166039651685,0.132,0.098,1,"TSPAN3"
"RDH11",0.00430572567290341,0.538249291643478,0.138,0.103,1,"RDH11"
"TMEM106A",0.00431217832370258,-0.396764943746098,0.074,0.103,1,"TMEM106A"
"ETV3",0.00433497740398382,0.594653324101329,0.166,0.131,1,"ETV3"
"STX8",0.00436807435713655,-0.272831046166072,0.21,0.255,1,"STX8"
"DTX3L",0.00437016086406273,-0.405250732043025,0.081,0.111,1,"DTX3L"
"SEC11C",0.00438761670188101,-0.257415664965608,0.233,0.282,1,"SEC11C"
"CCDC115",0.00440736686625006,-0.354549843139527,0.203,0.244,1,"CCDC115"
"TOP2B",0.00451765705645468,-0.402302798240301,0.105,0.139,1,"TOP2B"
"RNF135",0.00456082732697772,-0.450804941891094,0.074,0.102,1,"RNF135"
"PRKAG1",0.00461693406822565,0.377515063978767,0.142,0.105,1,"PRKAG1"
"KRCC1",0.00465269173106437,-0.268771408410289,0.111,0.147,1,"KRCC1"
"CWC27",0.00466614323504673,-0.368270079520772,0.102,0.136,1,"CWC27"
"MRPS35",0.00478866769442024,0.443044108537212,0.135,0.1,1,"MRPS35"
"DNAJB4",0.00482534837625495,0.762446777471209,0.172,0.14,1,"DNAJB4"
"CSK",0.00486786140187335,-0.337700094669616,0.191,0.23,1,"CSK"
"TSC22D4",0.0048816826959663,-0.255347993298214,0.125,0.162,1,"TSC22D4"
"C1GALT1",0.00492795089805513,-0.254053596639908,0.086,0.118,1,"C1GALT1"
"PMVK",0.00493060522123878,-0.298680915482294,0.201,0.241,1,"PMVK"
"PRKACB",0.005109099185996,-0.455231290811919,0.094,0.126,1,"PRKACB"
"NCOA3",0.00515449648557787,-0.255607768779234,0.137,0.176,1,"NCOA3"
"IREB2",0.00515601593644137,-0.466059497749314,0.093,0.124,1,"IREB2"
"RAB6A",0.00539644893025756,0.434666730575856,0.184,0.146,1,"RAB6A"
"UBQLN1",0.00540676398575926,0.282917701086941,0.184,0.144,1,"UBQLN1"
"DUSP3",0.00550545215214948,-0.381761339336066,0.163,0.199,1,"DUSP3"
"CYTH2",0.00552795000302227,-0.392347489049062,0.114,0.147,1,"CYTH2"
"MILR1",0.00555200756940065,-0.35058032834581,0.11,0.143,1,"MILR1"
"RNMT",0.00562220630390968,0.265669457940036,0.383,0.337,1,"RNMT"
"SIGLEC9",0.00563413538872749,0.526246732170066,0.117,0.085,1,"SIGLEC9"
"ADPGK",0.00565029562684911,0.254308830154192,0.266,0.221,1,"ADPGK"
"HRH2",0.00570400879533174,-0.343104090539866,0.111,0.144,1,"HRH2"
"R3HDM2",0.00571024039623928,-0.312927659560024,0.094,0.126,1,"R3HDM2"
"BIN1",0.00583514728400642,0.400664802021248,0.105,0.074,1,"BIN1"
"SSH2",0.00590176933768831,-0.423692746273608,0.156,0.19,1,"SSH2"
"CISD3",0.00595537491387178,0.340241458007718,0.231,0.191,1,"CISD3"
"TAP2",0.00600299130585017,0.551717119863425,0.113,0.083,1,"TAP2"
"SECISBP2",0.00605419631211783,-0.26529286294473,0.125,0.161,1,"SECISBP2"
"DCTN6",0.00615367723485847,0.285666507076706,0.223,0.18,1,"DCTN6"
"EXOSC4",0.00637103698428033,0.324861739150233,0.134,0.1,1,"EXOSC4"
"U2AF2",0.00644901365001571,0.373108986264841,0.131,0.098,1,"U2AF2"
"KIF22",0.0065557589898667,-0.348419444125384,0.09,0.121,1,"KIF22"
"C4ORF27",0.00657025828718895,-0.502977828633037,0.101,0.132,1,"C4ORF27"
"CYB561A3",0.00657466483015798,-0.256438484078485,0.111,0.145,1,"CYB561A3"
"TNFRSF10B",0.00659998447530969,-0.381115158363386,0.084,0.113,1,"TNFRSF10B"
"DERA",0.00665838869310364,-0.622013071780381,0.116,0.145,1,"DERA"
"HIF1A",0.00668041249062961,0.266892313441108,0.544,0.509,1,"HIF1A"
"MIEN1",0.00669342429489619,0.261665948155886,0.287,0.242,1,"MIEN1"
"SNX27",0.00676714538223194,-0.298195920936969,0.125,0.159,1,"SNX27"
"HSPB11",0.00685944272845768,-0.314394278707218,0.236,0.275,1,"HSPB11"
"RBM7",0.00721119622479706,0.483402641463427,0.124,0.093,1,"RBM7"
"GZF1",0.00732178320175566,-0.360325233487761,0.073,0.1,1,"GZF1"
"TTC17",0.00741721630593244,-0.317797424620167,0.088,0.119,1,"TTC17"
"C12ORF10",0.00752456478003969,-0.355210547041222,0.136,0.171,1,"C12ORF10"
"TP53I13",0.00757964295324287,0.267504882355462,0.127,0.095,1,"TP53I13"
"KIDINS220",0.0075828124415931,-0.34328916767147,0.118,0.151,1,"KIDINS220"
"C6ORF1",0.00761297194329641,0.43369529312054,0.15,0.115,1,"C6ORF1"
"OAS2",0.00782698575130018,-0.365718961449203,0.086,0.115,1,"OAS2"
"CHKB",0.00794867414895533,-0.428973639691461,0.079,0.106,1,"CHKB"
"HNMT",0.00800875006676747,-0.250407415419903,0.352,0.384,1,"HNMT"
"MT-ATP8",0.00804318808585566,0.268655839402386,0.146,0.112,1,"MT-ATP8"
"PUM3",0.00807935987482189,0.459656690264787,0.11,0.08,1,"PUM3"
"PTGES2",0.00819634861544993,-0.361430885279739,0.124,0.157,1,"PTGES2"
"STAG1",0.00831583709748896,-0.311776229184155,0.099,0.131,1,"STAG1"
"INIP",0.00835119375856809,-0.271704174622801,0.118,0.151,1,"INIP"
"PRELID3B",0.00839308914218465,0.44656656466412,0.142,0.109,1,"PRELID3B"
"ATXN1",0.00862013596600651,0.42899351745427,0.148,0.115,1,"ATXN1"
"RNF19B",0.00862175116282092,0.541003686110267,0.147,0.115,1,"RNF19B"
"SDR39U1",0.00868982186943878,-0.460737118489655,0.073,0.1,1,"SDR39U1"
"KPNA6",0.00872157804637175,-0.44817555909751,0.106,0.135,1,"KPNA6"
"TMEM134",0.00872773448596427,-0.281297955637547,0.213,0.25,1,"TMEM134"
"CCT2",0.00883494206229668,0.281363493568662,0.254,0.216,1,"CCT2"
"INTS6",0.00892117375815352,0.417536774357933,0.2,0.167,1,"INTS6"
"CD300LF",0.00900791344501066,0.43899377276787,0.128,0.097,1,"CD300LF"
"SLC1A5",0.00920240474921066,0.472838475011607,0.134,0.103,1,"SLC1A5"
"NSL1",0.00933938884218266,-0.392536552225512,0.15,0.184,1,"NSL1"
"RNASEH1",0.00942785403577572,-0.300731636690897,0.079,0.106,1,"RNASEH1"
"CLN5",0.00955677596894627,0.37737793527003,0.115,0.085,1,"CLN5"
"ZFAND2B",0.00968808686990094,-0.435968312003278,0.075,0.1,1,"ZFAND2B"
"SNAPIN",0.00970636654444363,-0.292710346757474,0.153,0.187,1,"SNAPIN"
"MAPK14",0.00983186400840339,-0.297797373827885,0.092,0.121,1,"MAPK14"
"SH2B3",0.0099881786069632,-0.286743268107787,0.225,0.263,1,"SH2B3"
"LPGAT1",0.0100410040957157,-0.261286874688904,0.091,0.121,1,"LPGAT1"
"GIT2",0.0101881007016832,-0.294785461821306,0.136,0.17,1,"GIT2"
"MZT1",0.0102220956068027,0.509614708194854,0.1,0.073,1,"MZT1"
"SLC31A1",0.0102416743245711,0.393722530075866,0.152,0.118,1,"SLC31A1"
"PRAM1",0.0102697529721679,-0.363889085297047,0.094,0.122,1,"PRAM1"
"STX10",0.0103498273281749,-0.274764782994072,0.205,0.242,1,"STX10"
"KIAA0430",0.010441225972955,-0.284202262877165,0.099,0.13,1,"KIAA0430"
"SMC4",0.010463450015918,-0.28985733983944,0.144,0.179,1,"SMC4"
"C17ORF62",0.0106683904753069,-0.259782547250278,0.182,0.219,1,"C17ORF62"
"RANBP2",0.0106852488233091,-0.265982558229907,0.25,0.286,1,"RANBP2"
"CREBBP",0.0106882209269388,-0.404369791591583,0.116,0.145,1,"CREBBP"
"OSBPL11",0.0107049821599516,-0.264002671691227,0.107,0.139,1,"OSBPL11"
"SMU1",0.0108697807037288,-0.266540886827639,0.111,0.142,1,"SMU1"
"ARMC10",0.0108798130712292,-0.359042236985327,0.111,0.141,1,"ARMC10"
"WNK1",0.0109431211316649,-0.262655353390276,0.266,0.303,1,"WNK1"
"ARL8B",0.0110751898035078,0.250979098659854,0.268,0.223,1,"ARL8B"
"CCDC28A",0.0112792875329488,-0.38126679364915,0.166,0.198,1,"CCDC28A"
"PFKL",0.011281543957688,0.317027713870506,0.229,0.192,1,"PFKL"
"PDK4",0.0114340943570029,0.280918487309261,0.1,0.071,1,"PDK4"
"SNAPC1",0.0115326198682836,0.434409009808501,0.157,0.124,1,"SNAPC1"
"C1ORF123",0.0116511633867308,-0.301057063967527,0.114,0.144,1,"C1ORF123"
"SP100",0.0117971840662074,0.313192783001193,0.331,0.301,1,"SP100"
"TES",0.0118249181090942,0.287884449510154,0.283,0.244,1,"TES"
"CEP63",0.0118966443744515,-0.364505606086503,0.094,0.123,1,"CEP63"
"PDHB",0.0119400488242623,-0.368447996483724,0.175,0.208,1,"PDHB"
"DEF6",0.0123795404632561,-0.261280847791117,0.118,0.15,1,"DEF6"
"NTMT1",0.0125586876672703,0.30166641870592,0.186,0.149,1,"NTMT1"
"HSF1",0.0126181949625706,0.264686123359847,0.113,0.084,1,"HSF1"
"KLHDC3",0.0127311465995605,-0.533633495295942,0.107,0.134,1,"KLHDC3"
"GALC",0.0128741044921497,0.393380802288305,0.156,0.124,1,"GALC"
"SPG11",0.0128807714720834,-0.35349385025941,0.104,0.133,1,"SPG11"
"U2AF1",0.0130354266083619,0.381507674715597,0.191,0.157,1,"U2AF1"
"AGGF1",0.0131248134062287,-0.260419377425388,0.116,0.147,1,"AGGF1"
"PNKD",0.0134319386102531,-0.294094190052064,0.201,0.237,1,"PNKD"
"ARFGAP2",0.0134508850307921,-0.255049969968241,0.091,0.119,1,"ARFGAP2"
"CTNND1",0.0138074090559514,0.397101531018948,0.178,0.144,1,"CTNND1"
"ZRSR2",0.0140394414638668,-0.351815572274081,0.101,0.13,1,"ZRSR2"
"CCM2",0.014358842211912,-0.258328231693974,0.097,0.126,1,"CCM2"
"PFKFB3",0.0145629904714275,0.295993640820005,0.374,0.329,1,"PFKFB3"
"MRPL4",0.0145707377401121,0.354538862736482,0.158,0.126,1,"MRPL4"
"LIPA",0.0145942036287715,0.259122309659843,0.337,0.303,1,"LIPA"
"LMAN1",0.0148176245163878,0.277261511258797,0.24,0.205,1,"LMAN1"
"HEXIM1",0.0150769469355553,0.358164166367824,0.199,0.168,1,"HEXIM1"
"RBM33",0.0151171579014918,-0.273251351878088,0.114,0.144,1,"RBM33"
"METTL7A",0.0152313919633974,-0.381849522454502,0.129,0.158,1,"METTL7A"
"TMEM189",0.0152783936932952,0.321838400531427,0.1,0.073,1,"TMEM189"
"NDUFS2",0.0154978495350816,-0.294906120330392,0.263,0.293,1,"NDUFS2"
"CCT8",0.0156783301203792,0.25105471718998,0.348,0.317,1,"CCT8"
"ELAVL1",0.0160137326494378,0.361432426785421,0.175,0.143,1,"ELAVL1"
"IL6ST",0.0161460265821345,0.452269651858264,0.145,0.116,1,"IL6ST"
"EXOC1",0.0161519264826779,0.424525571503701,0.148,0.118,1,"EXOC1"
"MAP4",0.0163052916525088,0.330547542595403,0.166,0.135,1,"MAP4"
"ZNF524",0.0164955414429107,-0.275860155225402,0.102,0.13,1,"ZNF524"
"GABPB1-AS1",0.0170076338159054,-0.264699075090165,0.078,0.103,1,"GABPB1-AS1"
"DIP2A",0.0171152385922602,-0.349870295536077,0.079,0.103,1,"DIP2A"
"UBE2Q2",0.0171326458740339,0.358629683487904,0.104,0.078,1,"UBE2Q2"
"DKC1",0.0171410794258625,0.256396906758828,0.159,0.128,1,"DKC1"
"CCRL2",0.0175206521892841,0.281765283931553,0.277,0.233,1,"CCRL2"
"TAF3",0.0175588936380372,-0.411311794923181,0.091,0.117,1,"TAF3"
"SETD5",0.0178369877593969,0.474010984169208,0.143,0.114,1,"SETD5"
"ARRDC3",0.017897108690724,0.435709823992536,0.203,0.174,1,"ARRDC3"
"CWC22",0.0179556134054545,-0.259097792341829,0.095,0.123,1,"CWC22"
"LACTB",0.0180338431536842,0.282726007178167,0.234,0.198,1,"LACTB"
"NDUFA10",0.0180964132276234,-0.270724124608055,0.236,0.269,1,"NDUFA10"
"ICOSLG",0.018158390170762,0.437090772326968,0.112,0.085,1,"ICOSLG"
"LYRM5",0.019045537428777,-0.358044455966495,0.095,0.122,1,"LYRM5"
"PPM1M",0.0190590127402437,-0.273110953026953,0.087,0.113,1,"PPM1M"
"YPEL2",0.0192185633488094,-0.268803084919998,0.084,0.109,1,"YPEL2"
"MFAP1",0.019342738624875,0.509633309122865,0.116,0.09,1,"MFAP1"
"ADRBK2",0.0193601061585479,-0.295448150123667,0.109,0.138,1,"ADRBK2"
"STAC3",0.0194054622368014,-0.43640878226894,0.114,0.14,1,"STAC3"
"FMNL1",0.0194937377023024,0.258873649248555,0.285,0.248,1,"FMNL1"
"AFF1",0.0195236437133879,-0.276805099628592,0.084,0.11,1,"AFF1"
"ESF1",0.0198947119530113,0.262981651097703,0.177,0.144,1,"ESF1"
"ATG16L2",0.0200154719313887,-0.268303714261987,0.088,0.114,1,"ATG16L2"
"TRIM28",0.0200831163786645,0.265928770926996,0.123,0.095,1,"TRIM28"
"IFI44",0.020105124117816,-0.303071904009554,0.143,0.173,1,"IFI44"
"HECA",0.0201169824611409,-0.263228730365335,0.105,0.133,1,"HECA"
"GLG1",0.0205235759135233,-0.311585134541809,0.123,0.152,1,"GLG1"
"GBP5",0.0205471945674281,0.629426806544103,0.105,0.08,1,"GBP5"
"LRRC25",0.0206342868509186,-0.250595824313903,0.208,0.24,1,"LRRC25"
"COL4A3BP",0.0206444371792151,-0.324279669027776,0.146,0.175,1,"COL4A3BP"
"TMEM170A",0.0211173611264051,0.353527456309852,0.154,0.124,1,"TMEM170A"
"LATS2",0.022613594199625,-0.417176437275535,0.088,0.111,1,"LATS2"
"TMED5",0.02287860001674,0.275680488698542,0.249,0.214,1,"TMED5"
"KIAA1143",0.0232858715046003,-0.280684635022894,0.123,0.152,1,"KIAA1143"
"CDC42EP3",0.0233232284842313,0.372417238176185,0.113,0.088,1,"CDC42EP3"
"TOPORS",0.0237130255185477,-0.330343850625257,0.098,0.125,1,"TOPORS"
"TBC1D14",0.0238332211109838,-0.289119240516112,0.082,0.106,1,"TBC1D14"
"METTL21A",0.0240910757403053,-0.270432362045715,0.106,0.134,1,"METTL21A"
"TMEM243",0.024252618964341,-0.307238138178431,0.15,0.18,1,"TMEM243"
"TCIRG1",0.0242576778362465,0.316825446391444,0.252,0.22,1,"TCIRG1"
"IPO7",0.0243308689334295,0.288067835201577,0.184,0.154,1,"IPO7"
"ARMCX3",0.0244002787658919,0.273441785417088,0.22,0.187,1,"ARMCX3"
"RP2",0.0246012467270656,-0.28675401664316,0.11,0.137,1,"RP2"
"DUT",0.0246492033769827,-0.270200651329136,0.285,0.317,1,"DUT"
"PPP2R2A",0.0247321292103806,0.300160227084471,0.173,0.142,1,"PPP2R2A"
"BST1",0.024779950532293,-0.260783932904131,0.146,0.176,1,"BST1"
"GADD45A",0.0248572312862377,0.458864275217575,0.112,0.088,1,"GADD45A"
"RABGEF1",0.0250213003145117,-0.310580321769786,0.079,0.102,1,"RABGEF1"
"ASPSCR1",0.025204640955518,-0.356913622779659,0.081,0.104,1,"ASPSCR1"
"BID",0.0253297269057583,0.250826856275253,0.404,0.379,1,"BID"
"DYNLT3",0.0253816697260988,0.534572868624864,0.126,0.101,1,"DYNLT3"
"UPF3A",0.0261990980662044,-0.271229424914076,0.135,0.165,1,"UPF3A"
"ATP11A",0.0265372332404012,-0.433130263771177,0.079,0.101,1,"ATP11A"
"MAGED2",0.0265613134154293,0.352878680869764,0.116,0.092,1,"MAGED2"
"FAM110A",0.026791670610626,-0.256923701279612,0.157,0.189,1,"FAM110A"
"MBOAT7",0.0269291536266632,0.306718591013403,0.199,0.169,1,"MBOAT7"
"UCHL5",0.0271694206552481,-0.265101005868896,0.082,0.106,1,"UCHL5"
"ADAM17",0.0276061049064852,0.252049514703507,0.23,0.194,1,"ADAM17"
"DEDD2",0.0283025459813029,0.296983937477502,0.181,0.149,1,"DEDD2"
"LENG1",0.0284491449590452,-0.371166565476851,0.095,0.119,1,"LENG1"
"SLC50A1",0.0288246585174321,0.386000386726237,0.143,0.117,1,"SLC50A1"
"RNPEPL1",0.0303850508392903,-0.326602902809696,0.113,0.139,1,"RNPEPL1"
"MVP",0.0304578846686521,0.268224871197305,0.222,0.19,1,"MVP"
"HTATSF1",0.0308672451874574,-0.297182237327793,0.1,0.126,1,"HTATSF1"
"MLLT10",0.0308721593881242,-0.269871476967394,0.104,0.13,1,"MLLT10"
"FAM207A",0.0315866281107163,0.278233636073399,0.161,0.132,1,"FAM207A"
"SSBP4",0.0320002856829141,-0.387172658836933,0.096,0.119,1,"SSBP4"
"SPATS2L",0.0324732685590645,0.378713571842779,0.208,0.18,1,"SPATS2L"
"C9ORF78",0.0327145683154596,0.280295794992402,0.249,0.22,1,"C9ORF78"
"SORL1",0.032853125483981,0.323434577274287,0.178,0.15,1,"SORL1"
"PPM1B",0.0330799824271385,0.323472662937834,0.123,0.099,1,"PPM1B"
"NUDT5",0.0336351369161145,0.367377744259498,0.198,0.172,1,"NUDT5"
"ARL14EP",0.0340932156507965,-0.382241050335378,0.101,0.125,1,"ARL14EP"
"FBXW5",0.0345701816520916,-0.354172608598308,0.176,0.202,1,"FBXW5"
"DYNC1LI2",0.0346140095488112,-0.264999903051805,0.107,0.133,1,"DYNC1LI2"
"SRFBP1",0.0352145003656582,0.411013060989505,0.112,0.089,1,"SRFBP1"
"RNF5",0.0353135255877586,-0.294264293966333,0.191,0.22,1,"RNF5"
"MAPKAPK2",0.0356221961346122,0.328942151995911,0.135,0.108,1,"MAPKAPK2"
"BCL2L11",0.0358007056770167,-0.293177552237564,0.104,0.128,1,"BCL2L11"
"PTDSS1",0.035995301984043,0.403087985710638,0.116,0.093,1,"PTDSS1"
"PAPSS1",0.0362956975833458,0.323488557879449,0.164,0.137,1,"PAPSS1"
"ARCN1",0.0368789022156655,0.417071024786959,0.141,0.116,1,"ARCN1"
"PPP6R1",0.0376644279412129,-0.390162922990809,0.081,0.102,1,"PPP6R1"
"SLC25A36",0.0378348141787038,0.305516824159667,0.147,0.12,1,"SLC25A36"
"BCL7B",0.0379136166913185,-0.349970833543135,0.121,0.146,1,"BCL7B"
"ORAI2",0.0379529704305263,-0.276624630373999,0.109,0.134,1,"ORAI2"
"COX16",0.038130602509087,0.297221303126869,0.131,0.105,1,"COX16"
"KCNQ1OT1",0.0382826662372365,0.37357430607178,0.159,0.135,1,"KCNQ1OT1"
"ANAPC10",0.0386661884853213,-0.353474953311288,0.079,0.1,1,"ANAPC10"
"GPR132",0.0389685930174861,0.380462365306682,0.101,0.078,1,"GPR132"
"SURF4",0.0391315409333947,0.263301100366029,0.197,0.169,1,"SURF4"
"MUM1",0.0396111318647438,0.335666292384031,0.112,0.089,1,"MUM1"
"CLCN3",0.0402847495332875,-0.258272778498087,0.083,0.105,1,"CLCN3"
"EGLN2",0.0403468514955602,-0.327220814122136,0.125,0.149,1,"EGLN2"
"MRPL9",0.0405765272069893,-0.256458693461771,0.141,0.169,1,"MRPL9"
"GPR84",0.041150748904738,0.745175112588095,0.155,0.132,1,"GPR84"
"USO1",0.0418926626162474,0.377076721552572,0.159,0.134,1,"USO1"
"SGK3",0.042074433412801,-0.315933615169838,0.127,0.15,1,"SGK3"
"PDE4DIP",0.0430322352437853,0.355889380838256,0.134,0.11,1,"PDE4DIP"
"ACBD3",0.044398698131047,0.373067836972798,0.124,0.1,1,"ACBD3"
"WDR45B",0.044553316891158,-0.26544053434912,0.223,0.25,1,"WDR45B"
"C1ORF122",0.0451018691369875,0.272469330837903,0.168,0.14,1,"C1ORF122"
"NDUFAF2",0.0452690209452641,0.290887545130246,0.141,0.116,1,"NDUFAF2"
"KNOP1",0.0454055701212704,-0.362966640272354,0.082,0.103,1,"KNOP1"
"CORO7",0.0456102034344055,-0.282336480739749,0.098,0.121,1,"CORO7"
"MCFD2",0.0457232504540051,0.280199212579764,0.165,0.138,1,"MCFD2"
"UBAC1",0.045759649869591,-0.48069436727986,0.099,0.12,1,"UBAC1"
"PHYKPL",0.0462844975735307,-0.278985466792522,0.126,0.151,1,"PHYKPL"
"ARAF",0.046492786489391,-0.267495825213849,0.084,0.105,1,"ARAF"
"FPR2",0.046709889655079,0.589675043002758,0.119,0.099,1,"FPR2"
"HK1",0.047665047413551,0.456792511176714,0.145,0.122,1,"HK1"
"SERPINB8",0.0488231064504276,-0.300871946578732,0.11,0.133,1,"SERPINB8"
"GPR35",0.0493238674414798,0.630249029521593,0.111,0.091,1,"GPR35"
"PANK2",0.0499283367627902,-0.343678239371996,0.087,0.108,1,"PANK2"
"SKA2",0.0499971705373384,-0.430527189666509,0.103,0.124,1,"SKA2"
"TMEM55B",0.0504505612185816,-0.321101032679701,0.092,0.113,1,"TMEM55B"
"FAM136A",0.0506577314722559,0.282315325526928,0.141,0.115,1,"FAM136A"
"IL13RA1",0.0517782201926728,0.259622800531393,0.27,0.243,1,"IL13RA1"
"NAA15",0.0523031166234216,0.588493943338897,0.107,0.088,1,"NAA15"
"IL32",0.0536252145355082,-0.431148767774302,0.127,0.149,1,"IL32"
"NRBP1",0.0537626433443716,0.297250810631599,0.181,0.155,1,"NRBP1"
"IRF8",0.0552621882829311,0.34279309813503,0.25,0.227,1,"IRF8"
"ITPRIPL2",0.0555041520832137,0.273336118102701,0.107,0.086,1,"ITPRIPL2"
"LINC01116",0.056103227992293,0.35430280063621,0.152,0.128,1,"LINC01116"
"MLXIP",0.0570637112275654,-0.33176850659737,0.1,0.121,1,"MLXIP"
"YBEY",0.0572306806326493,0.283116397350522,0.134,0.11,1,"YBEY"
"VPS25",0.0575732485698267,-0.270189810393109,0.143,0.167,1,"VPS25"
"SUN2",0.057637082638998,0.363022999081212,0.107,0.086,1,"SUN2"
"DTYMK",0.0600853024959993,-0.4128685833915,0.081,0.1,1,"DTYMK"
"IWS1",0.0603826790549187,0.394049594575487,0.122,0.1,1,"IWS1"
"GARS",0.0608800252885386,0.439889770365682,0.125,0.104,1,"GARS"
"ENTPD1",0.0610536927901878,-0.275988229229889,0.198,0.221,1,"ENTPD1"
"PLEKHJ1",0.0612364881222561,-0.297949841318521,0.156,0.179,1,"PLEKHJ1"
"FBXO11",0.0613339147787618,-0.268203627577531,0.113,0.135,1,"FBXO11"
"RAD23B",0.0616036612536533,0.328923135784938,0.188,0.164,1,"RAD23B"
"SMNDC1",0.0618418078520331,0.411940254997286,0.129,0.107,1,"SMNDC1"
"THYN1",0.0623750017061877,-0.30445305205117,0.152,0.175,1,"THYN1"
"SLC25A24",0.06316274486512,0.25548152149579,0.138,0.115,1,"SLC25A24"
"PXK",0.0638576220357213,0.310831890293237,0.102,0.082,1,"PXK"
"FBXO6",0.0646705141307747,0.287175237757215,0.116,0.095,1,"FBXO6"
"CHMP1A",0.065874638013225,0.339005160348397,0.102,0.082,1,"CHMP1A"
"DCAF13",0.0676216504284988,0.308571488396857,0.105,0.085,1,"DCAF13"
"FARSA",0.0707199858276019,0.27818716004877,0.12,0.1,1,"FARSA"
"TSNAX",0.070863603579338,0.265434766802553,0.166,0.141,1,"TSNAX"
"USB1",0.0710729174062315,0.374805532063614,0.109,0.089,1,"USB1"
"MEF2A",0.0711355537816119,0.277568720193683,0.248,0.227,1,"MEF2A"
"HMOX2",0.0718741969191733,0.298098548997222,0.131,0.108,1,"HMOX2"
"TRIM13",0.0735098675275072,0.327151259146535,0.101,0.082,1,"TRIM13"
"PKN1",0.0750676782255413,-0.315990099417334,0.121,0.141,1,"PKN1"
"RHOT2",0.0751223788236113,-0.298994952448188,0.084,0.103,1,"RHOT2"
"IMPDH2",0.0762607123917997,-0.290505905998186,0.18,0.204,1,"IMPDH2"
"NTPCR",0.0769720346819239,-0.286195649689963,0.098,0.118,1,"NTPCR"
